Station Name,County,lon_X,lat_Y,sta_ID,River Basin,Elev_ft,Operator,ppt_type
MAPEL RANCH,FRESNO,-120.483,36.039,MAP,JACALITOS CR,2640,CA Dept of Water Resources/O & M,45D
MERCED RIVER NEAR BRICEBURG,MARIPOSA,-119.9781,37.5989,MBB,MERCED R,1150,Merced Irrigation District,45D
MEADOWBROOK (PG&E),FRESNO,-118.863,37.082,MBR,KINGS R,8021,Pacific Gas & Electric,45D
MCCLOUD DAM (PG&E),SHASTA,-122.071,41.13,MCL,MC CLOUD R,2690,Pacific Gas & Electric,45D
MOCCASIN,TUOLUMNE,-120.3,37.82,MCN,TUOLUMNE R,938,Hetch Hetchy Water and Power,45D
MUD LAKE,AMADOR,-120.14,38.615,MDL,MOKELUMNE R,7900,Sacramento Municipal Utility District,45D
MENDEZ RANCH,STANISLAUS,-120.924,38.062,MDZ,CALAVERAS R,322,San Joaquin County,45D
MEDICINE LAKE,SISKIYOU,-121.6131,41.5869,MED,PIT R,6700,US Bureau of Reclamation,45D
MAGOON,MARIPOSA,-119.8125,37.4894,MGN,FRESNO R,3150,US Army Corps of Engineers,45D
MAMMOTH PASS (USBR),MONO,-119.033,37.61,MHP,OWENS R,9300,US Bureau of Reclamation,45D
FRIANT DAM (MILLERTON),FRESNO,-119.705,37.001,MIL,SAN JOAQUIN R,581,US Bureau of Reclamation,45D
MINERAL (DWR-2),TEHAMA,-121.6,40.35,MIM,SACTO VLY NE,4875,National Weather Service,45D
MINERAL,TEHAMA,-121.609,40.348,MIN,SACTO VLY NE,4957,CA Dept of Water Resources,45D
MCCLOUD,SHASTA,-122.133,41.25,MLD,MC CLOUD R,3280,US Bureau of Reclamation,45D
MOUNTAIN HOME,TULARE,-118.71,36.242,MNH,TULE R,5400,US Army Corps of Engineers,45D
MINERAL (OBSERVER),TEHAMA,-121.6,40.35,MNR,SACTO VLY NE,4875,National Weather Service,45D
MONTCLAIR,SAN BERNARDINO,-117.682,34.094,MOC,SAN ANTONIO CR (SOUTH COAST),1208,None Specified,45D
MARIPOSA GROVE,MARIPOSA,-119.6,37.5,MPG,MERCED R,6400,CAL FIRE,45D
EEL RIVER SF NR MIRANDA (AT SYLVANDALE),HUMBOLDT,-123.7761459,40.18180847,MRD,EEL R,218,USGS and DWR,45D
MORMON ROCK,SAN BERNARDINO,-117.502,34.317,MRN,LYTLE CR,3300,US Forest Service,45D
MARIPOSA RANGER STATION,MARIPOSA,-119.986946,37.504166,MRP,MERCED R,2250,CAL FIRE,45D
MARTIS CREEK RESERVOIR,NEVADA,-120.113,39.327,MRT,TRUCKEE R,5745,US Army Corps of Engineers,45D
MOUNT SHASTA CITY,SISKIYOU,-122.317,41.317,MSC,SACRAMENTO R,3590,National Weather Service,45D
MOUNT SHASTA CITY (DWR-2),SISKIYOU,-122.317,41.317,MSM,SACRAMENTO R,3590,National Weather Service,45D
MOUNTAIN REST,FRESNO,-119.371,37.054,MTF,SAN JOAQUIN R,4100,US Forest Service,45D
MOUNT SHASTA,SISKIYOU,-122.316,41.313,MTS,SACRAMENTO R,3545,CA Dept of Water Resources,45D
MONTEREY AIRPORT,MONTEREY,-121.847504,36.590557,MTY,CARMEL R,217,National Weather Service,45D
MUD SPRINGS,TRINITY,-123.283,40.717,MUD,TRINITY R,3400,CA Dept of Water Resources,45D
MUMBO BASIN,TRINITY,-122.523,41.197,MUM,TRINITY R,5650,US Bureau of Reclamation,45D
MUCK VALLEY DIVERSION (PG&E),SHASTA,-121.155,41.015,MVD,PIT R,4300,Pacific Gas & Electric,45D
NEWCASTLE-PINEVIEW SCHOOL,PLACER,-121.135,38.874,NCS,AMERICAN R,890,City of Roseville,45D
NORTH FORK R S,MADERA,-119.5,37.233,NFR,SAN JOAQUIN R,2630,US Forest Service,45D
NEW HOGAN LAKE,CALAVERAS,-120.812,38.152,NHG,CALAVERAS R,554,US Army Corps of Engineers,45D
NOEL SPRING,GLENN,-122.667,39.538,NLS,STONY CR,5100,US Army Corps of Engineers,45D
NEW MELONES RESERVOIR,CALAVERAS,-120.525,37.9481,NML,STANISLAUS R,1135,US Bureau of Reclamation,45D
NEW MELONES,CALAVERAS,-120.525,37.948,NMS,STANISLAUS R,1400,US Bureau of Reclamation,45D
NATURE POINT,MADERA,-119.36,37.342,NTP,SAN JOAQUIN R,5150,US Bureau of Reclamation,45D
NEVADA CITY,NEVADA,-121.001,39.25,NVD,YUBA R,2781,Nevada County,45D
OGO RANGER STATION,SHASTA,-122.737,40.423,OGO,COTTONWOOD CR,1300,CA Dept of Water Resources,45D
OAK GROVE,SAN DIEGO,-116.795,33.393,OKG,SANTA MARGARITA R,2752,US Forest Service,45D
OAKHURST,MADERA,-119.6758,37.3447,OKH,FRESNO R,2360,US Army Corps of Engineers,45D
KLAMATH RIVER AT ORLEANS,HUMBOLDT,-123.5345001,41.30345917,OLS,KLAMATH R,430,USGS and DWR,45D
REDWOOD CREEK AT ORICK,HUMBOLDT,-124.0511856,41.2992897,ORK,REDWOOD CR,36,USGS and DWR,45D
OROVILLE DAM,BUTTE,-121.493,39.54,ORO,FEATHER R,900,CA Dept of Water Resources/O & M,45D
OAKLAND SOUTH,ALAMEDA,-122.1436,37.7881,OSO,EAST BAY,1000,Oakland Fire Services Agency,45D
OWENS CREEK DAM,MARIPOSA,-120.187,37.282,OWN,MERCED R,424,US Army Corps of Engineers,45D
PARDEE,CALAVERAS,-120.85,38.25,PAR,MOKELUMNE R,568,East Bay Municipal Utility District,45D
SALINAS RIVER AT PASO ROBLES,SAN LUIS OBISPO,-120.6843338,35.628582,PAS,SALINAS R,700,USGS and DWR,45D
PACIFIC HOUSE (OBSERVER),EL DORADO,-120.5,38.765,PCF,AMERICAN R,3400,National Weather Service,45D
PECKINPAH,MADERA,-119.458,37.25,PCK,SAN JOAQUIN R,5150,US Bureau of Reclamation,45D
PINECREST (PG&E),TUOLUMNE,-119.983,38.2,PCR,STANISLAUS R,5600,Pacific Gas & Electric,45D
PLACERVILLE,EL DORADO,-120.82,38.7,PCV,AMERICAN R,1850,National Weather Service,45D
WALNUT CREEK AT PUDDINGSTONE DAM,LOS ANGELES,-117.807,34.092,PDD,SAN GABRIEL R,1030,None Specified,45D
PARADISE,BUTTE,-121.6247,39.7536,PDE,FEATHER R,1750,CA Dept of Water Resources,45D
PETERSON FLAT,TRINITY,-122.5277,41.3023,PET,TRINITY R,7150,US Bureau of Reclamation,45D
PACIFIC HOUSE,EL DORADO,-120.5,38.76,PFH,AMERICAN R,3440,US Bureau of Reclamation,45D
PINE FLAT WEATHER,FRESNO,-119.3369,36.8236,PFW,KINGS R,610,US Army Corps of Engineers,45D
PACIFIC HOUSE (DWR-2),EL DORADO,-120.5,38.765,PHM,AMERICAN R,3400,National Weather Service,45D
PIRU,VENTURA,-118.81,34.404,PIU,SANTA CLARA R,624,Ventura County,45D
PIKE COUNTY,YUBA,-121.202,39.475,PKC,YUBA R,3714,US Forest Service,45D
PARKFIELD,MONTEREY,-120.432,35.899,PKF,SALINAS R,1535,CAL FIRE,45D
PALM SPRINGS AIRPORT,RIVERSIDE,-116.503609,33.822224,PLM,WHITEWATER R,474,National Weather Service,45D
PILOT PEAK (DWR),PLUMAS,-120.875,39.786,PLP,FEATHER R,6800,CA Dept of Water Resources/O & M,45D
PINE FLAT DAM,FRESNO,-119.325,36.833,PNF,KINGS R,970,US Army Corps of Engineers,45D
PINEHURST,FRESNO,-119,36.68528,PNT,KINGS R,4060,US Forest Service,45D
PIT #1 PH (PG&E),SHASTA,-121.498,41,PR1,PIT R,2880,Pacific Gas & Electric,45D
PIT #3 PH (PG&E),SHASTA,-121.747,40.998,PR3,PIT R,2100,Pacific Gas & Electric,45D
PIT #5 PH (PG&E),LASSEN,-121.978,40.987,PR5,PIT R,1458,Pacific Gas & Electric,45D
PORTOLA,PLUMAS,-120.467,39.8,PRT,FEATHER R,4850,National Weather Service,45D
PERRY RANCH,CALAVERAS,-120.922,38.149,PRY,CALAVERAS R,315,US Army Corps of Engineers,45D
PASO ROBLES AIRPORT,SAN LUIS OBISPO,-120.626114,35.673054,PSB,SALINAS R,836,National Weather Service,45D
PASCOES,TULARE,-118.35,35.967,PSC,KERN R,9150,US Army Corps of Engineers,45D
POISON RIDGE,MADERA,-119.52,37.403,PSR,SAN JOAQUIN R,6900,US Bureau of Reclamation,45D
POINT REYES,MARIN,-122.95,38.083,PTR,COAST-MARIN,80,National Weather Service,45D
POTTER VALLEY,MENDOCINO,-123.1272,39.3644,PTV,RUSSIAN R,1080,US Army Corps of Engineers,45D
SAN DIMAS CK AT PUDDINGSTON DIVERSN,LOS ANGELES,-117.782,34.121,PUD,SAN GABRIEL R,1130,None Specified,45D
PRATTVILLE (PG&E),PLUMAS,-121.157,40.209,PVL,FEATHER R,4520,Pacific Gas & Electric,45D
POTTER VALLEY PH,MENDOCINO,-123.133,39.367,PVP,RUSSIAN R,1020,Pacific Gas & Electric,45D
PLACERVILLE WEATHER STATION,EL DORADO,-120.8243,38.69543,PWS,AMERICAN R,1858,CA Dept of Water Resources/Flood Management,45D
QUINCY (DWR),PLUMAS,-120.95,39.935,QCY,FEATHER R,3408,CA Dept of Water Resources/O & M,45D
QUINCY RS (USFS),PLUMAS,-120.95,39.96,QNC,FEATHER R,3420,US Forest Service,45D
QUINCY RADIO STATION,PLUMAS,-120.9475,39.9366,QRD,FEATHER R,3420,National Weather Service,45D
QUINCY (DWR-2),PLUMAS,-120.9475,39.9366,QRM,FEATHER R,3420,National Weather Service,45D
QUAKING ASPEN,TULARE,-118.544998,36.121666,QUA,TULE R,7200,CA Dept of Water Resources/Snow Surveys,45D
ROBBS SADDLE,EL DORADO,-120.378,38.912,RBB,AMERICAN R,5900,Sacramento Municipal Utility District,45D
ROBBS POWERHOUSE,EL DORADO,-120.375,38.903,RBP,AMERICAN R,5150,Sacramento Municipal Utility District,45D
ROBIDART RANCH,SAN JOAQUIN,-121.031,38.137,RBR,CALAVERAS R,315,San Joaquin County,45D
REDDING AIRPORT,SHASTA,-122.3,40.5,RDD,SACTO VLY NE,502,None Specified,45D
READER RANCH,NEVADA,-121.117,39.304,RDH,YUBA R,2025,CAL FIRE,45D
REDDING FIRE STATION,SHASTA,-122.4193,40.5736,RFS,SACTO VLY NE,740,US Bureau of Reclamation,45D
ROGERS CAMP,TULARE,-118.637,36.108,RGC,TULE R,6200,US Army Corps of Engineers,45D
ROSE VALLEY,VENTURA,-119.184,34.536,ROV,U SANTA CLARA R,3331,CAL FIRE,45D
RAILROAD FLAT,CALAVERAS,-120.543,38.314,RRF,CALAVERAS R,2720,US Army Corps of Engineers,45D
RODDY RANCH GOLF CLUB,CONTRA COSTA,-121.785652,37.990318,RRG,EAST BAY,403,Contra Costa County,45D
RUTH LAKE,HUMBOLDT,-123.372,40.319,RTH,MAD R,2700,CA Dept of Water Resources,45D
RATTLESNAKE,PLUMAS,-121.043,40.125,RTL,FEATHER R,6100,CA Dept of Water Resources/O & M,45D
RIVERSIDE AIRPORT,RIVERSIDE,-117.444168,33.951946,RVE,SANTA ANA R,827,National Weather Service,45D
SADDLE CAMP,TEHAMA,-122.8,40.167,SAD,COTTONWOOD CR,3850,CA Dept of Water Resources,45D
SACRAMENTO EXECUTIVE AIRPORT,SACRAMENTO,-121.495003,38.506943,SAE,SACRAMENTO R,21,National Weather Service,45D
SANTA FE,LOS ANGELES,-117.9464,34.1261,SAF,SAN GABRIEL R,500,Los Angeles County Fire Dept,45D
SHAVER,FRESNO,-119.25611,37.135,SAV,SAN JOAQUIN R,5746,CAL FIRE,45D
STRAWBERRY VALLEY,YUBA,-121.106,39.564,SBY,FEATHER R,3810,CA Dept of Water Resources/O & M,45D
SUCCESS DAM,TULARE,-118.922,36.061,SCC,TULE R,692,US Army Corps of Engineers,45D
SCOTT DAM,LAKE,-122.9586,39.4083,SCD,EEL R,1807,Pacific Gas & Electric,45D
SCHNEIDERS,EL DORADO,-120.068,38.747,SCN,AMERICAN R,8750,Sacramento Municipal Utility District,45D
SCOTT MOUNTAIN,SISKIYOU,-122.718,41.272,SCT,SCOTT R,5900,US Bureau of Reclamation,45D
SAN BERNARDINO COUNTY YARD,SAN BERNARDINO,-117.268,34.104,SCY,SANTA ANA R,1042,None Specified,45D
SAND FLAT,SISKIYOU,-122.2464,41.3504,SDF,SACRAMENTO R,6750,US Bureau of Reclamation,45D
SAN DIEGO NWS-LINDBERGH FIELD,SAN DIEGO,-117.167,32.733,SDG,SAN DIEGO R,13,National Weather Service,45D
SOUTH ENTRANCE YOSEMITE,MARIPOSA,-119.633,37.5,SEY,MERCED R,5120,National Weather Service,45D
SPRING GAP FOREBAY (PG&E),CALAVERAS,-120.103,38.172,SFB,STANISLAUS R,5100,Pacific Gas & Electric,45D
SAN FRANCISCO,SAN FRANCISCO,-122.426941,37.770557,SFN,SF BAY,150,National Weather Service,45D
STOCKTON FIRE STATION,SAN JOAQUIN,-121.319,37.999,SFS,SAN JOAQUIN R,14,CA Dept of Water Resources,45D
SUGAR PINE,PLACER,-120.75,39.128,SGP,AMERICAN R,3843,US Bureau of Reclamation,45D
SPRINGVILLE TULE POWERPLANT,TULARE,-118.7072,36.1631,SGV,TULE R,4070,Pacific Gas & Electric,45D
ST. HELENA 4WSW,NAPA,-122.533,38.492,SH4,NAPA R,1780,CA Dept of Water Resources,45D
SHASTA DAM (USBR),SHASTA,-122.42,40.718,SHA,SACRAMENTO R,1067,US Bureau of Reclamation,45D
SHINGLETOWN,SHASTA,-121.85,40.496,SHI,SACTO VLY WEST,3630,CA Dept of Water Resources,45D
SOUTH FORK MOUNTAIN,SHASTA,-122.525,40.657,SHK,SACRAMENTO R,3450,US Bureau of Reclamation,45D
SHEEP RANCH,CALAVERAS,-120.462,38.21,SHR,CALAVERAS R,2370,US Army Corps of Engineers,45D
SHASTA DAM (USBR),SHASTA,-122.417,40.717,SHS,SACRAMENTO R,1100,US Bureau of Reclamation,45D
SILVER LAKE,EL DORADO,-120.118,38.678,SIL,AMERICAN R,7100,US Bureau of Reclamation,45D
SAN JOSE (ALERT),SANTA CLARA,-121.927,37.362,SJE,LOS GATOS CR (NEAR SAN JOSE),58,Santa Clara County,45D
SAN LEANDRO BAY,ALAMEDA,-122.217,37.7,SLE,SF BAY,10,Alameda County,45D
SOUTH LAKE TAHOE AIRPORT,EL DORADO,-119.99472,38.898335,SLH,TRUCKEE R,6314,National Weather Service,45D
STANISLAUS MEADOW,ALPINE,-119.9373,38.5055,SLM,STANISLAUS R,7750,US Bureau of Reclamation,45D
SLY PARK,EL DORADO,-120.563,38.718,SLP,COSUMNES R,3530,El Dorado Irrigation District,45D
SLATE CREEK,SHASTA,-122.478,41.045,SLT,SACRAMENTO R,5700,US Bureau of Reclamation,45D
SANTA MARGARITA BOOSTER,SAN LUIS OBISPO,-120.637,35.374,SMB,SALINAS R,1100,CA Dept of Water Resources,45D
SACRAMENTO METRO AIRPORT,SACRAMENTO,-121.587,38.686,SMF,SACTO VLY WEST,17,Sacramento County,45D
SMITH MOUNTAIN,MONTEREY,-120.608,36.083,SMI,SALINAS R,3920,CA Dept of Water Resources/O & M,45D
SIMI VALLEY,VENTURA,-118.7976,34.2912,SMV,SANTA CLARA R,914,Ventura County,45D
SAN DIMAS DAM,LOS ANGELES,-117.771,34.153,SND,SAN GABRIEL R,1350,None Specified,45D
SNOW MOUNTAIN,SHASTA,-121.782,40.778,SNM,PIT R,5950,US Bureau of Reclamation,45D
SONOMA COUNTY AIRPORT (SANTA ROSA),SONOMA,-122.81028,38.503887,SNO,RUSSIAN R,114,National Weather Service,45D
SANGUINETTI RANCH,SAN JOAQUIN,-120.981,37.993,SNR,SAN JOAQUIN R,238,San Joaquin County,45D
STOCKTON AIRPORT,SAN JOAQUIN,-121.226387,37.889999,SOC,LITTLEJOHN CR,27,National Weather Service,45D
SONORA RS,TUOLUMNE,-120.383,37.983,SOR,TUOLUMNE R,1749,Tuolumne Utility District,45D
SPANISH LAKE,FRESNO,-120.526,36.262,SPA,LOS GATOS CR (NEAR COALINGA),4840,CA Dept of Water Resources/O & M,45D
STANISLAUS POWERHOUSE,CALAVERAS,-120.367,38.133,SPW,STANISLAUS R,1060,Pacific Gas & Electric,45D
SIERRA CITY,SIERRA,-120.6528,39.5678,SRC,YUBA R,4700,CA Dept of Water Resources,45D
SANTA RITA,SAN BENITO,-120.598,36.348,SRI,SAN BENITO R,5000,CAL FIRE,45D
SIERRAVILLE RS (USFS),SIERRA,-120.367,39.583,SRR,FEATHER R,4975,US Forest Service,45D
SALT SPRINGS PH (PG&E),CALAVERAS,-120.219,38.498,SSR,MOKELUMNE R,3700,Pacific Gas & Electric,45D
SANTA ROSA (CDF),SONOMA,-122.712,38.479,STA,RUSSIAN R,560,CAL FIRE,45D
STOUTS MEADOW,SHASTA,-121.938,41.17,STM,MC CLOUD R,5400,US Bureau of Reclamation,45D
OSTRANDER LAKE,MARIPOSA,-119.55,37.637,STR,MERCED R,8200,CA Dept of Water Resources,45D
STRAWBERRY VALLEY,YUBA,-121.1,39.567,STV,FEATHER R,3808,National Weather Service,45D
SIERRAVILLE (DWR),SIERRA,-120.367,39.583,SVL,FEATHER R,4975,CA Dept of Water Resources/O & M,45D
SIERRAVILLE RS (DWR-2),SIERRA,-120.367,39.583,SVM,FEATHER R,4975,US Forest Service,45D
SHASTA DAM (DWR-2),SHASTA,-122.42,40.718,SYM,SACRAMENTO R,1067,US Bureau of Reclamation,45D
TAHOE CITY (NWS),PLACER,-120.133,39.167,TAC,LAKE TAHOE,6230,National Weather Service,45D
TALEGA,SAN DIEGO,-117.487,33.475,TAL,SANTA MARGARITA R,1203,Camp Pendleton Fire Dept,45D
"NELSON ST, TAYLORSVILLE",PLUMAS,-120.8357,40.0793,TAY,FEATHER R,3540,CA Dept of Water Resources,45D
TIGER CREEK POWERHOUSE,CALAVERAS,-120.483,38.45,TCP,MOKELUMNE R,2360,Pacific Gas & Electric,45D
TRINITY GUARD STATION,TRINITY,-122.66,40.825,TGS,TRINITY R,4100,US Bureau of Reclamation,45D
THOMES CREEK AT PASKENTA,TEHAMA,-122.5285645,39.88784027,THO,SACRAMENTO R,720,CA Dept of Water Resources,45D
THOMPSON CREEK DAM,LOS ANGELES,-117.709,34.139,THP,LOS ANGELES R,1600,None Specified,45D
TRUCKEE RS (OBS),NEVADA,-120.183,39.333,TKE,TRUCKEE R,6020,US Forest Service,45D
TELEGRAPH HILL,TUOLUMNE,-120.353,38.03,TLH,TUOLUMNE R,3730,US Bureau of Reclamation,45D
TOMASINI POINT,MARIN,-122.85,38.117,TMP,COAST-MARIN,40,CA Dept of Health Services (Richmond),45D
TAMARACK SUMMIT,FRESNO,-119.2,37.165,TMR,SAN JOAQUIN R,7550,US Bureau of Reclamation,45D
THOUSAND OAKS RAWS,VENTURA,-118.87,34.21,TOK,SANTA CLARA R,795,Ventura County Fire,45D
TOPANGA RAWS,LOS ANGELES,-118.605,34.1364,TPG,VENTURA LA COASTAL,1600,Los Angeles County Fire Dept,45D
TRIMMER,FRESNO,-119.2,36.9,TRI,KINGS R,1540,US Forest Service,45D
TERMINUS DAM,TULARE,-119.002,36.415,TRM,KAWEAH R,752,US Army Corps of Engineers,45D
TROUGH SPRING,COLUSA,-122.654,39.296,TRS,STONY CR,4000,US Army Corps of Engineers,45D
TUOLUMNE MEADOWS,TUOLUMNE,-119.35,37.873,TUM,TUOLUMNE R,8600,CA Dept of Water Resources,45D
TAYLOR RIDGE,TRINITY,-122.817,40.917,TYR,TRINITY R,4000,US Bureau of Reclamation,45D
LOS ANGELES / USC,LOS ANGELES,-118.291389,34.021667,USC,LOS ANGELES R,185,National Weather Service,45D
VENADO,SONOMA,-123.017,38.617,VEN,RUSSIAN R,1260,CA Dept of Water Resources,45D
VINTON,PLUMAS,-120.183,39.8,VNT,FEATHER R,4944,National Weather Service,45D
VIRGINIA LAKES RIDGE,MONO,-119.234,38.077,VRG,WALKER R,9300,Natural Resources Conservation Service,45D
VAN VLECK,EL DORADO,-120.305,38.945,VVL,AMERICAN R,6700,Sacramento Municipal Utility District,45D
WHISKEYTOWN DAM (USBR),SHASTA,-122.537,40.598,WHI,SACRAMENTO R,1210,US Bureau of Reclamation,45D
WHITE WOLF,TUOLUMNE,-119.6516,37.8595,WHW,TUOLUMNE R,7900,National Park Service,45D
WILLITS HOWARD RS,MENDOCINO,-123.3217,39.3506,WIL,RUSSIAN R,1925,CA Dept of Water Resources,45D
WALNUT CREEK SB,LOS ANGELES,-117.874,34.074,WLN,SAN GABRIEL R,520,None Specified,45D
WARM SPRINGS (USACE),SONOMA,-123.01,38.723,WRS,RUSSIAN R,440,US Army Corps of Engineers,45D
WISHON DAM (PG&E),FRESNO,-118.986,37.003,WSD,KINGS R,6550,Pacific Gas & Electric,45D
WHISPERING PINES,LAKE,-122.717,38.8,WSP,PUTAH CR,2700,CA Dept of Water Resources,45D
WESTFALL,MARIPOSA,-119.6497,37.4494,WST,FRESNO R,4880,US Army Corps of Engineers,45D
WEAVERVILLE RS,TRINITY,-122.95,40.733,WVR,TRINITY R,2050,US Forest Service,45D
WESTWOOD,LASSEN,-120.9,40.307,WWD,FEATHER R,5150,CAL FIRE,45D
YORKVILLE,MENDOCINO,-123.2314,38.9053,YOR,RUSSIAN R,1100,CA Dept of Water Resources,45D
YOSEMITE NEAR WAWONA,MARIPOSA,-119.632,37.508,YOW,MERCED R,4957,Merced Irrigation District,45D
YOSEMITE HEADQUARTERS,MARIPOSA,-119.583,37.74,YSV,MERCED R,3966,Merced Irrigation District,45D
YUCCA VALLEY,SAN BERNARDINO,-116.408,34.123,YUC,WHITEWATER R,3100,CAL FIRE,45D
YOSEMITE AT YOSEMITE VALLEY,MARIPOSA,-119.589,37.74,YYV,MERCED R,4200,Merced Irrigation District,45D
ZENIA,TRINITY,-123.46,40.208,ZEN,EEL R,4000,CA Dept of Water Resources,45D
ZAPATO CHINO,FRESNO,-120.293,36.016,ZPC,LOS GATOS CR (NEAR COALINGA),1150,CA Dept of Water Resources,45D
5 STATION PRECIPITATION INDEX,none specified,0,0,5SI,SAN JOAQUIN R,0,CA Dept of Water Resources/Flood Management,2D
8 STATION PRECIP INDEX,PLUMAS,-120.9,39.9,8SI,SACRAMENTO R,0,CA Dept of Water Resources,2D
AUBURN DAM RIDGE,PLACER,-121.045,38.882,ADR,AMERICAN R,1200,US Bureau of Reclamation,2D
ALDER SPRINGS NEAR ELK CREEK,GLENN,-122.725,39.65,ADS,STONY CR,4500,US Forest Service,2D
A.G. WISHON (PG&E),MERCED,-119.505,37.151,AGW,SAN JOAQUIN R,1000,Pacific Gas & Electric,2D
ALPHA (SMUD),EL DORADO,-120.215,38.805,ALP,AMERICAN R,7600,Sacramento Municipal Utility District,2D
ALLEGHANY,SIERRA,-120.875,39.47,ALY,YUBA R,4957,CA Dept of Water Resources/O & M,2D
ANGWIN,NAPA,-122.4332,38.5712,ANG,NAPA R,1815,CA Dept of Water Resources,2D
ANTELOPE LAKE,PLUMAS,-120.607,40.18,ANT,FEATHER R,4960,CA Dept of Water Resources/O & M,2D
ALPINE,SAN DIEGO,-116.739,32.834,API,SAN DIEGO R,2041,US Forest Service,2D
ARROWHEAD SPRINGS HOTEL,SAN BERNARDINO,-117.264,34.184,ARS,LYTLE CR,2000,None Specified,2D
ARDEN WAY,SACRAMENTO,-121.413,38.596,ARW,AMERICAN R,35,Sacramento County,2D
ARROYO SECO,MONTEREY,-121.488,36.23,ARY,SALINAS R,980,US Forest Service,2D
ATLAS PEAK,NAPA,-122.25,38.433,ATL,NAPA R,1660,CA Dept of Water Resources,2D
ATWELL CAMP,TULARE,-118.631,36.464,ATW,KAWEAH R,6400,US Army Corps of Engineers,2D
BALCH PH (PG&E),FRESNO,-119.089,36.909,BAL,KINGS R,1720,Pacific Gas & Electric,2D
BYRON AIRPORT,CONTRA COSTA,-121.6225,37.8306,BAP,DELTA,43,Contra Costa County,2D
BEACH MEADOWS,TULARE,-118.293,36.127,BCH,KERN R,7650,CA Dept of Water Resources/Snow Surveys,2D
BIG DALTON DAM,LOS ANGELES,-117.808,34.17,BDD,SAN GABRIEL R,1587,None Specified,2D
BALD MOUNTAIN (USBR),FRESNO,-119.4,37.067,BDM,SAN JOAQUIN R,4720,US Bureau of Reclamation,2D
BRANDY CREEK,SHASTA,-122.567,40.617,BDY,SACTO VLY NE,1300,US Bureau of Reclamation,2D
BAKERSFIELD AIRPORT,KERN,-119.054,35.434,BFK,TULARE LAKE,494,National Weather Service,2D
BIG FLAT,TRINITY,-122.942,41.08,BFL,TRINITY R,5100,US Bureau of Reclamation,2D
BRIDGEVILLE,HUMBOLDT,-123.792,40.474,BGV,VAN DUZEN R,646,CA Dept of Water Resources,2D
BIG MEADOWS (DWR),TULARE,-118.842,36.717,BIM,KINGS R,7600,CA Dept of Water Resources/Snow Surveys,2D
BUCKS LAKE,PLUMAS,-121.242,39.85,BKL,FEATHER R,5750,CA Dept of Water Resources/O & M,2D
BLACKS MOUNTAIN,LASSEN,-121.198,40.77,BLA,PIT R,7050,CA Dept of Water Resources,2D
BLUE CANYON,PLACER,-120.7081,39.2761,BLC,AMERICAN R,5280,US Bureau of Reclamation,2D
BLOODS CREEK,ALPINE,-120.033,38.45,BLD,STANISLAUS R,7200,US Bureau of Reclamation,2D
BLACK MOUNTAIN,SAN LUIS OBISPO,-120.353,35.395,BLM,SALINAS R,3625,CA Dept of Water Resources,2D
BLACK SPRINGS,CALAVERAS,-120.192,38.375,BLS,STANISLAUS R,6500,US Bureau of Reclamation,2D
BONANZA KING,TRINITY,-122.628,41.083,BNK,TRINITY R,6450,US Bureau of Reclamation,2D
BURNS CANYON,SAN BERNARDINO,-116.6217,34.208,BNY,WHITEWATER R,6000,CAL FIRE,2D
BOWMAN LAKE,NEVADA,-120.6536,39.4481,BOL,YUBA R,5390,CA Dept of Water Resources,2D
BRIDGEPORT,MONO,-119.289,38.272,BPT,WALKER R,6650,US Forest Service,2D
SALINAS RIVER NEAR BRADLEY,MONTEREY,-120.8687897,35.93024445,BRA,SALINAS R,443,USGS and DWR,2D
BEAR R AT ROLLINS RESERVOIR,PLACER,-120.953,39.133,BRE,BEAR R,1945,"Pacific Gas and Electric Company, Auburn",2D
BEAR TRAP MEADOW,TULARE,-118.858,36.676,BRM,KAWEAH R,6800,US Army Corps of Engineers,2D
BRUSH CREEK (DWR),BUTTE,-121.339,39.692,BRS,FEATHER R,3560,CA Dept of Water Resources/O & M,2D
BULLARDS BAR,YUBA,-121.1439,39.3963,BUD,YUBA R,2100,Yuba County Water Agency,2D
BUCKS CREEK POWERHOUSE,PLUMAS,-121.333,39.917,BUP,FEATHER R,1760,Pacific Gas & Electric,2D
CAMP ANGELUS,SAN BERNARDINO,-116.978,34.15,CAG,SANTA ANA R,5780,None Specified,2D
CAMPTONVILLE (DWR),YUBA,-121.049,39.451,CAM,YUBA R,2755,CA Dept of Water Resources/O & M,2D
CAPLES LAKE,ALPINE,-120.042,38.71,CAP,AMERICAN R,8000,US Bureau of Reclamation,2D
CAHUILLA,IMPERIAL,-115.174,32.974,CAU,COLORADO R,278,US Bureau of Land Management,2D
CRABTREE MEADOW,TULARE,-118.345,36.563,CBT,KERN R,10700,CA Dept of Water Resources/Snow Surveys,2D
COW CREEK (USBR),SHASTA,-121.853,40.603,CCE,SACTO VLY NE,2840,US Bureau of Reclamation,2D
COFFEE RIDGE,TRINITY,-122.717,41.083,CFR,TRINITY R,3040,US Bureau of Reclamation,2D
BEAR RIVER AT CAMP FAR WEST DAM,YUBA,-121.317,39.05,CFW,BEAR R,260,CA Dept of Water Resources,2D
CEDAR GROVE,TULARE,-118.659,36.788,CGR,KINGS R,4720,National Park Service,2D
